"X","L","G","Y"
-1.33063309149332,-0.921821409352628,1,0
2.22966933772976,-0.177930165422942,1,1
-0.706152207348724,0.814861899727259,0,0
-1.80809896763938,-1.3346109611361,0,0
0.991805003738851,-0.490273915558099,0,0
-1.42024667415959,0.0368313865289358,1,1
0.0476430391491514,0.416060479966771,1,0
0.837173370705912,0.0791952870557743,1,1
0.912117276224564,0.0872186926665137,0,1
0.413860298522761,-0.470133076486471,1,1
-1.61740477930306,-0.103791872486423,0,0
-0.533171090842859,-0.35734362991435,0,0
-0.147949266203828,0.890727311618118,0,0
-0.951616729172972,-0.586156548339452,0,0
-0.913554112616822,1.44232913803828,0,0
0.0292332023500987,-0.746809036804976,1,0
-0.180683046547759,-0.098505144769497,1,0
-0.248670686836254,-1.82173518532805,1,0
-0.317353031783555,0.717417535241024,1,1
-1.80786830048274,-0.202821016188581,1,0
-1.33583243428622,-0.373178275016864,1,1
0.0708675973113264,-1.27603874037742,0,0
-1.27760651385022,-0.864952504894302,1,0
-0.162334925702827,-0.24828858918549,0,0
0.396660511386272,-0.637475499668509,1,1
0.57392737945131,1.1066728009011,0,1
-1.56649017807659,-0.0460912839014216,1,1
1.52654486413803,0.589280073908127,1,1
0.262081506973584,1.71294684050632,0,1
0.264888638822866,-1.26666646370088,1,1
-0.492039598765552,-0.816621964447483,0,1
0.083953139742571,0.193019229181023,0,0
0.305115817176316,-0.0899301455195988,0,0
1.27995044980851,0.418407960656844,1,1
-0.149759283110486,0.1681617427853,0,1
0.728299581516843,1.35961305981172,0,1
1.36547413043265,-0.641417247556811,0,1
-0.458425903227324,-1.11965044372187,0,0
0.783737294570944,0.186602464608785,1,1
-0.403893518950988,0.333357179955811,1,0
-0.729301643369748,-1.38182777322921,0,0
-0.0900353306729674,-0.192177050650474,1,1
-0.961656588964572,-0.223320987382533,1,0
0.211858381600505,-1.17325372773914,0,0
2.14918232735837,1.92556994545963,0,1
1.76108724953498,0.666277589739553,1,1
-0.581167015840002,-1.53686493170669,1,0
0.0248857867741087,-0.225842441751356,0,1
2.01810485132612,1.20719979452567,1,0
0.914564032645977,0.056157491004374,0,0
-0.17789822316811,0.0296708059562533,1,0
-1.43493679404873,-1.55302886255316,0,0
0.290972465693993,-2.54360476221827,1,0
2.11420163803385,-0.53345127014789,0,1
0.586981712611558,-1.56656443644076,1,0
-1.26448013741328,-0.968808431871772,0,0
0.311410250225406,-0.0985244830848347,0,0
1.11181145052107,-0.396904452287778,0,0
1.78318113019939,0.658590272481549,0,1
0.571129333129751,-0.0960647922119381,0,1
-0.819313323406772,-0.590225241482589,1,1
0.0536872073658457,-0.332157808798985,0,0
1.75739409765337,-0.248793147193298,0,1
-0.523614288830017,-1.77586087070634,1,0
0.714020747404347,-0.745031199915104,1,1
-0.638136511165103,0.888031410186513,0,0
-0.606732994444436,-0.874473571993315,1,0
-0.994636778962287,0.899510483175638,1,1
-1.19153969300369,0.342442595334083,1,1
-0.0700921546994219,-0.864459699080469,1,1
-0.12248663682608,0.986726603055347,1,1
0.736313907224541,-0.929082261131198,1,1
-0.788594917466122,0.0468632670333793,0,0
-1.8450340117435,-0.632824448531748,0,1
-1.71747122226471,1.4336680882424,1,1
-1.24192581947355,-0.888373194291805,1,0
1.40438795084533,-0.978983638661729,0,1
0.0345709784591407,0.200326359060032,1,1
-1.10991425067606,-2.07726337592002,1,0
-2.09495111350841,0.836385092734874,1,0
0.307519865764775,1.55049468272206,1,1
0.403804006693327,-0.633128974345028,1,1
-0.273654602878665,-0.236051233946637,0,0
0.831334062705827,-1.19005423189134,1,1
0.518471106598123,1.1885860885537,0,1
1.09921839148222,-0.86222839109335,1,0
1.05264135918142,0.495715769869292,1,1
-0.480378191502303,-0.290092106476001,0,1
0.100233798568532,0.541428742152892,0,0
-0.154520349970848,-1.45242128955659,1,0
0.782477482224765,0.7711554110525,0,1
-0.344574732594711,-0.573770930320762,0,0
0.727502624382335,-1.04042403435615,1,1
0.919781566043328,0.93822725776404,0,1
-1.10227690280165,0.956909443191591,0,0
0.869445978946261,0.348723963062261,1,1
-0.390006321453966,0.872767379331274,1,1
0.968314608230704,-0.230972088669932,1,1
-0.635999861557921,0.268415576816262,1,0
0.175199992851965,-0.83186274032354,0,0
2.38382713874577,0.961779308785833,1,1
0.193187392999983,0.52228857172516,0,0
-0.153066989832022,0.172215971482184,0,1
0.497170067378874,0.536767685574336,0,0
-0.705932430263513,0.76623831987919,1,0
0.17997413066055,1.27292289070724,1,1
-0.351791145545983,0.141277306442261,0,1
-0.147684480065599,2.6081089151141,1,1
0.30781059043235,0.783731903322826,0,1
0.0486030456039001,0.195588374923075,1,1
-0.0237392079030941,-0.245451232124385,0,1
-1.47020918290797,1.08439257215046,0,1
0.36342660917999,0.274996767001995,0,1
0.753540371288807,0.5691183814436,0,1
0.435244879517755,0.331780146978107,1,1
0.0500240181541747,-0.700704540973065,0,1
-0.379810120864308,-0.121809924873452,0,0
0.388238225097779,-0.0947317424722874,1,0
0.429556013692389,-0.452880649397606,1,1
-0.351251376893938,0.337088162165065,1,0
-0.597402572011714,0.349902178487802,0,0
-0.671910867293235,0.949548684185733,1,1
0.511154089572693,-1.32879265851505,1,0
0.415934281330637,0.934730663022183,1,0
0.838053002139093,-0.249935891036431,1,1
-0.460480430850617,0.0167376309059779,1,1
-0.140071241078136,0.037249448564852,0,1
-0.384088411063273,0.298319987287657,0,1
0.0551693707528335,-0.725439997124959,1,0
-0.169929820616102,2.12920919019537,0,1
0.223180100734924,-0.605857979344175,0,1
-1.67058139579902,0.358598035328422,1,0
-1.23848794320359,0.763262463304681,1,0
-1.60727815929806,-0.116091307338006,0,0
-0.198325639718318,-0.113534065493976,0,1
0.716230579641595,0.405562587357289,0,1
-0.708833830431091,-1.21419931845764,0,0
2.07044204795136,0.453309645356058,0,1
-0.51672190980105,1.18340790559509,0,1
0.467626517349271,-1.29569008147658,0,1
-0.702820061065914,-3.29319614400678,1,0
-0.911072355015849,-1.20677322783614,0,0
-0.0985032697970321,-0.370702412683298,1,1
-0.435413200607011,-0.174567468900451,1,1
0.316609175501433,1.1565310310803,1,1
-1.42037458831933,-1.18783318171628,0,0
0.0622148971585391,0.405609586988757,1,1
0.389595567800454,-1.79408368759892,1,1
0.273239366460093,-0.482541796758343,0,0
0.00491808313397545,-0.477995423815475,0,1
-0.793943437358641,-1.06866712104037,1,0
1.49390835949113,0.577431155305839,1,0
0.676563718390721,-0.289363640228179,0,0
-0.564951224313136,0.038466026181175,0,0
-1.93952016402789,0.130987266706854,1,0
-0.154999674887785,-0.132202273661725,1,0
0.348521432413864,-1.40228802484384,0,0
-0.492844404636772,-0.830205933150619,0,1
0.37249322628584,-0.698481452165186,0,1
0.975859124538679,-0.917565402932371,0,1
-0.503241044388455,0.594389118842874,0,1
-0.172966595486748,-0.339989358569401,0,1
0.204869120251024,0.18249476315949,0,1
1.8058226048508,1.71152280638257,0,1
0.285214437610464,-1.54247827880087,0,0
-1.09710676290791,-0.670293994987872,1,0
1.43649300735578,-1.35868621205874,0,0
-0.423308915574409,-0.771734701112757,0,0
0.50775534175583,-0.51755446626206,1,0
0.95924391453449,-1.85690582305333,0,0
-2.58846333392939,0.917023972238611,1,0
-0.139161206452293,-0.870838768794332,1,0
-1.19959592663935,-0.242713773911731,1,0
-0.382723259307178,1.4113503898316,1,0
-0.309409717446546,0.732358869478066,0,1
1.57482571609205,1.71554718538206,1,1
-1.62214934687653,0.655454474892982,0,0
-0.902095238300077,0.849403596160598,0,0
0.482991654843884,0.328274650662764,0,1
-0.29754634327258,1.57916910958633,1,1
0.627100061689758,1.13693149696692,1,1
-0.696519865369426,-2.53636215734778,1,0
-0.70785232368583,0.801661912943612,1,1
-0.129771118744129,-1.60360000665937,1,0
-0.155840565651473,0.575876417153153,0,1
-0.417528579678674,0.266214162308204,0,0
0.680445684716903,0.537002442585831,1,1
-1.62454626349244,1.52825220881276,1,0
1.00149267142098,0.728322366476602,1,0
0.031315193621269,0.60069731358199,0,1
1.17620923582506,0.731470949928695,0,1
1.20781721496527,0.414691623968088,0,1
-0.225357104401455,0.284828919980691,0,1
-0.398148558025394,-1.10312970197005,1,0
-0.560508663089431,-1.46943065753929,0,0
0.0811233714820501,0.449476304921625,0,1
-1.49280956714957,-0.193384182855932,1,0
0.858762682580905,0.692076568073023,0,0
-2.11211488476823,-1.73393837658056,1,0
1.28946685524161,-0.8384764437723,0,1
-1.86443776020208,-0.385139889492413,1,0
0.432701646004425,-1.36131948842553,0,0
0.520095102888449,0.725515388804977,1,1
-0.37675664494567,0.231611775320425,0,0
0.464058047594707,0.866300962559409,1,0
0.52041495933288,0.613642703374898,0,1
-1.89713812735151,-2.3105549743557,0,0
0.322105598231681,0.11094540394094,1,0
0.802057663321132,-0.122768751241506,0,0
-0.815439184266093,1.84614580154163,0,0
0.768170284418066,1.12459990570326,0,1
-1.17879379705801,-1.5200412929691,1,0
-0.143864238216689,-0.727619561771031,1,0
-1.26603188526809,0.80210392673698,0,1
-1.47572958802731,-1.79079323568784,0,0
1.4960519952903,1.49630132433681,0,1
-0.843229624517292,0.314797304171593,1,0
0.625992446491107,-0.630766068689765,0,0
-1.33971780442957,-0.190813824668663,1,1
-0.46343311441109,1.25259192638584,0,1
-0.243298238451839,-0.449530736552017,1,0
-0.750022244268743,0.616804395184083,0,0
-2.31403948525585,0.705331026010722,1,0
2.59239477671027,-1.62252425487371,0,0
0.748717153642762,1.0768194606954,0,1
-0.356970798524066,-0.147274122184371,1,0
0.0300973210872789,1.55899073668428,1,1
-1.2377807416994,0.835508949413596,0,1
-0.574204750325196,1.67926056295894,0,1
-1.46714821648488,-0.128803122046319,1,0
-0.0797429604411863,0.816354548561309,1,1
-0.350470037391963,1.12148826562183,1,1
0.0311473291583445,-0.517601469381776,0,0
0.354452060285784,1.00698013326692,0,1
-0.710924444316705,1.13346609715563,1,0
-0.443449182000748,0.612719666346715,1,0
1.6792165798721,0.798338583093171,0,1
2.23022872093036,0.234776271165461,0,1
-1.05006517262355,-0.651463757424503,1,0
0.0386812548883602,-1.52753483268617,0,0
-0.491536995359806,0.993881275405542,0,1
0.567454123840584,-0.42500951664181,1,1
-0.211233908006447,-1.49005718712094,1,0
0.378509016717025,-0.253209362077991,0,1
0.318220476763105,-0.224775690794824,1,0
1.30823215622123,1.45118385327565,0,1
-0.914170606031445,-2.04242077339069,1,0
-2.04166773019885,0.414127125517982,1,0
1.69874703595239,-1.52645289958946,0,1
0.531956141305263,1.35373085204501,0,1
-1.42399614598776,0.659956854269634,1,1
-2.46225813460682,-0.660729102483948,1,0
0.880655008110864,1.06321407032778,0,1
-1.07188754057373,-0.457707142039285,0,1
-0.332904092630951,0.849728869470339,1,1
-1.24727768959932,0.439084650785273,0,0
0.118046430320907,-0.661383559365256,0,0
1.41773670946404,-0.70122894234212,1,1
0.232535613877635,-0.500423995245604,1,0
-0.815149980661072,-0.674886099738422,1,0
1.01183267796653,0.718130941606408,1,1
-1.10923960073805,-0.0676504131713324,1,0
-1.56448856957744,1.39656453171748,0,0
-0.00932365047492803,-2.60601874308037,0,1
-0.431718493000105,-0.81433063828309,0,0
-0.0971773191018285,-0.488142439910306,0,0
-1.63321376036963,-1.82010468204034,0,0
0.853131115842349,0.495000089464242,0,0
-0.262935127736588,-0.701771746060426,0,0
0.799766450580563,-0.31554833377981,0,1
-1.3657728289999,-1.49937412411561,1,0
-2.19761524854258,-0.607351937120239,1,0
-0.249165637438207,-0.117846802098801,0,0
0.802747883586567,2.36058884988735,0,1
1.87109465346302,1.35055096000422,1,1
-1.10432860450563,-0.799559830194658,1,0
0.780740866731723,0.444412649668724,1,0
-0.836582424069329,0.633780073773537,0,1
0.0140386537590546,-0.898730281206281,0,0
-0.142777389042886,0.94503604957835,1,1
0.0601478662116211,-0.0150361344991898,1,0
0.148503163947727,-0.563805551875535,0,0
0.273691696859953,-1.56012222779636,0,0
-2.0163394277658,-2.42611329752238,1,0
0.438734550613746,0.915086118843242,0,0
-0.101661142809037,0.821110767377846,1,1
-1.38373418346958,0.0396059389121388,1,1
1.61403825857508,0.634024338453318,1,1
-0.195826766721387,-0.44517993032102,1,1
0.214109612648013,0.215643800483229,0,0
-0.303508548795812,0.874151912090016,1,0
-0.144560072290666,-0.253181973618223,1,0
0.718938324433845,0.0906884341155591,1,0
-0.291618382143437,0.904022427352353,1,0
2.24117002080512,0.823559162650547,0,1
1.90814390990993,0.442723336877935,1,1
-0.165268661485841,0.844056196257755,0,0
-0.581161064158125,0.196829874878308,0,1
-1.69427466749658,0.43993952394793,1,0
2.70443937999021,0.284729179863229,1,1
0.338121622069173,0.0933095200789452,0,0
0.260738309605421,0.0564776125638988,0,1
0.348627735487041,0.00974925366647038,1,0
0.2737685812938,-1.07341507355077,1,1
-0.480089079339645,0.861956714562136,1,1
-0.032776339175829,-0.663393722550332,1,0
-0.315576257440817,0.163645543391438,1,0
-1.46585121155572,-0.387502470208166,1,0
0.0851972479990013,-0.537513156852732,1,0
-0.128697109687799,-0.959973397526944,1,1
-1.09722706243253,-0.40393500752009,1,0
1.85553782667256,0.12549394988631,1,1
-0.411193160212646,-0.371258644631366,1,1
-0.611998817304258,-1.75311901448412,1,0
-1.26745265457119,-0.0285510012566128,1,0
-0.051552903169229,0.101365832169343,0,0
0.812433278548803,-0.557893199775466,0,1
0.81011160846365,0.579890980410413,1,1
-2.13680673429963,-0.668541956964439,1,0
-0.26390408936489,-0.0945940941729365,1,1
0.593210122124123,1.11996875850443,1,1
-0.867042991270225,0.0017288833097627,1,0
-0.205133505557598,0.0907099157772901,0,0
-0.637090387041199,0.103951377175127,1,0
1.41288330581727,-0.476767732326276,1,0
0.459796935534115,-1.28765373391557,1,1
-0.555661126081284,0.610424692185559,1,0
1.96315892728037,-0.0184242247081554,1,1
0.85266197719615,1.90813787118586,1,1
-0.2119773510461,-1.57217000787699,1,0
-0.173748243004143,0.756347433740029,1,1
-2.0525627120793,-2.20669941871725,0,0
0.175237562014876,-0.848010852195163,1,1
-0.70406116367356,-0.132813767712082,1,0
0.417973833521704,0.289838091046534,0,1
0.40802750318283,1.9358025397066,1,1
0.258041689391118,-1.58254063925828,1,0
1.70498469189839,0.868691467072389,1,1
0.998440420115554,-0.295120524681844,1,1
-0.79028884112381,-1.86747574995639,1,0
0.659570611709586,0.219397208306911,0,0
0.0525579326195418,-1.81146944921169,1,0
0.247514284424101,-0.388392071242248,0,0
-0.271500752779167,-0.229698791522852,0,0
1.01256389729865,0.527074699051962,1,1
0.586991083310013,1.21879029452309,0,0
-0.015579359171384,-0.289688607282415,1,1
1.4396763705852,-0.612923190262118,0,1
-0.369621134962793,-0.467435384441253,0,0
-1.96226237069623,-0.138697766433272,1,0
-1.90965731596784,0.7637211132338,1,0
1.29598505567629,-2.05706001791517,1,0
-1.26953546970025,1.76635569714432,0,0
-2.21930575853094,0.343353800276787,1,0
-1.76428880038526,0.469281997643006,1,0
-1.28097999113376,1.5765757362384,1,1
-0.0448864355316546,1.85067792985018,1,0
0.353257174758051,-1.22016556090961,1,0
-0.597861279327972,-0.647440042679979,0,0
0.0817181959022966,0.688484211971971,1,1
-0.0323745243166238,1.38923921038288,0,1
-0.897620572915675,-1.08163818268321,0,0
0.274143927397195,0.142458611700409,0,1
-0.592086806151116,0.71356641491929,1,1
-0.0925046762381266,-0.706212957897385,0,0
0.835569612353024,-1.16287433073235,0,1
-0.0708758125228342,0.649038528490612,0,0
0.94930257737852,-2.74760133317582,0,1
-0.62493986953015,0.326363447377344,1,1
1.22303219602132,-0.856569760070287,0,0
0.588702424477865,-2.0855701332126,0,0
-2.63422879328752,0.491846390007689,0,0
-0.253683879776843,-1.78012826727776,0,0
1.2466053033912,-0.157368168486285,1,1
1.63182668362459,0.853118003974897,1,1
1.76184084450523,0.816014576716081,1,1
-0.457604843589837,-1.150153291101,1,0
-0.408265330078394,0.431147189850825,1,0
0.334806502344337,-1.0569033422792,1,1
1.05319206272305,-0.688165298178534,0,0
-0.255925953360514,-0.942443585384356,0,0
-2.1184807585608,-1.40138058081996,1,0
-0.165589096039517,-2.1461190539063,0,0
1.25806420721014,1.87575760395324,0,1
-2.13529671190926,-0.0867232992640024,0,0
0.416053240322442,-0.606173376396867,0,0
1.33051079542524,0.656290549933632,0,0
0.641274380522504,1.61955678964166,0,1
-0.691557921262951,0.0427090720069615,1,0
0.340958699014541,0.505794391869029,1,1
0.293674720297458,-0.957902553219733,0,1
2.42586235905036,-0.380085414261094,0,1
-0.419850756958632,0.75066310269666,1,1
-0.21064620860103,0.682261607179383,0,1
-0.545087860409413,0.290341340159968,1,1
2.09462778319464,0.369886266229875,0,0
0.180650171693165,-2.11060891366186,0,1
-1.53218406570282,-1.47337161384399,1,0
0.60641468727676,-0.598783275648173,1,0
0.427613366016034,-0.7282366627192,0,1
-0.00670488556368017,1.17136438913358,1,1
0.00778485125399804,-0.123933817744869,0,1
-1.20254694249573,-0.685130573282778,1,0
-0.447428381194048,-1.15241463669243,0,0
-0.45400759335388,-0.898658178900393,1,0
-0.655096876697685,1.50762113277098,1,0
0.168442787367172,-1.13992652694348,1,0
-0.103555146807229,-0.134389913251298,0,0
1.24634865831371,2.0962692349942,0,1
0.193774670700218,-0.255992514916143,0,0
0.794333099299636,0.283207171554811,0,1
1.47820226415971,-1.76117926231112,0,1
0.0504595602491749,0.472785585730684,0,1
1.36714775761019,0.33363528513934,1,1
-0.189279913327006,-1.43170136761895,1,0
0.626232034389223,-0.0363028549939462,0,0
1.24960592807304,2.19489602569076,1,1
0.115811801041283,-0.312134944046494,1,1
1.60205547889683,-0.963851583906512,1,0
-0.938660966670904,-1.14458658348665,1,0
-0.676043819165201,-0.37574466910663,0,0
-1.33979254780233,-0.0901157933205655,0,0
-0.237291249371843,-1.4934587320638,0,0
-0.350104837986676,0.129883705015795,1,1
0.967383027104019,-0.0531843008801057,0,1
-0.644063813319206,0.367313819765107,0,1
1.25739742722875,0.669665501006292,0,1
0.572908477772826,0.747780143500392,1,0
0.27352840797093,-1.14478002684793,1,0
-0.277423693597779,1.57988857962397,0,0
-0.140545502739954,0.38101715105204,1,1
-0.545359374948381,-0.865256986652325,1,0
1.48447843442983,0.357591865641841,1,1
-0.0627919828736251,0.532714038069185,0,1
0.220385297979802,0.992816702120496,0,0
-0.159478465574658,-0.638703252139556,0,1
-0.627666902016985,-0.1646996462821,1,1
1.68600387435346,0.0285548201972557,0,1
0.0467373336394175,0.0130263268388011,0,1
1.51825561338985,0.815067297734406,1,1
0.745858045137106,-2.2848786647292,0,0
0.29409577382492,0.230203997681862,0,1
0.582213825736908,-1.62452541550467,0,0
-0.384473870486711,-0.0123304264409475,1,0
0.706060963358809,0.103830019572918,0,0
-1.81510239082664,-0.178797817639547,1,0
-0.221066744246038,0.663866225622101,1,1
-0.744802980808453,-0.194878637786808,0,1
-1.18864316474874,0.145273768170782,1,0
1.20142155041934,0.465824713929874,0,1
0.624816184611765,-0.452191181378242,1,1
0.489523342503393,-1.3090039121035,0,0
0.148117125917684,0.359044484382851,0,1
-0.261458369753847,0.499635617683088,0,0
0.16768391728887,-0.823607370793844,1,1
-0.857676620326409,-1.24462645090104,1,0
-0.213999011073094,-1.14243123652437,0,1
1.02327797731878,0.11048459062768,1,1
0.0394325629496709,-0.295723527210528,1,0
-1.04840439626131,-1.36615658775922,0,0
-0.864308907879766,-1.20568206351771,0,0
-0.324767587622796,0.356277926708427,1,1
0.254322857735819,0.225736383398122,1,1
-0.043561631527613,-1.72906211895485,1,0
1.41383503234266,0.491231987541408,0,1
-1.84213747755188,1.41937919532483,1,0
0.214117132196968,1.1692319815365,1,1
-0.602352060861648,-0.718164486094709,0,0
-0.701937153685298,-0.428484995593102,0,0
-0.0751410416957185,-0.77026697007078,0,0
-0.663668662599959,-0.569727908507827,1,0
1.55684606452346,0.209823056862466,1,1
-0.0807408963117061,-1.54088163894409,0,0
-0.491734284836298,0.226741520860482,1,1
-1.12703981973476,-0.162175682099417,0,0
-0.570975054451107,-0.114567814135149,0,0
-0.0416344604268425,0.130073477343936,0,0
0.204037204910465,0.111896892855971,1,1
0.592687551395302,-0.338784996408895,1,1
-1.8222557764281,-1.96725870776566,0,0
-1.09019009649978,-0.403295706927581,1,0
-0.40988118975699,0.447870676442434,0,0
1.14200688876214,0.404801589128337,1,1
-0.991755287250959,1.84286673206505,1,1
0.0271741505375944,0.164346602002209,0,0
1.08980660847883,0.772853592845739,1,1
