X,L,Y,G
-0.10450527392614362,-1.4397564984462994,0,0
-1.1164192426238584,-0.6645174170106448,0,1
-0.31954359191182913,-0.4257230555372843,0,0
0.5455515059660108,-0.46008844111654973,1,1
0.4022371344003241,0.9354581470398864,1,0
-1.3847069604920619,0.11248732112813697,1,1
1.6714399851909656,0.7378929907260859,1,1
0.07558577837705088,1.4997888572579163,1,0
0.42608206591598974,-1.0691859956138563,1,1
-0.6501370122780814,-0.9851090651979234,1,0
-0.08780782280667387,0.03165556760541932,0,0
0.11714452253358909,-0.2642868434751586,0,0
1.4354603403266473,0.5749866740796942,1,1
-0.3092402984512133,0.005182447525886258,1,0
0.5549880277116475,1.1754428096272607,1,0
1.1490822710565818,-0.8228138805670817,1,0
-0.612240934785023,-1.2867249673254566,0,0
0.9494848015299586,0.34311273327886566,1,1
-0.2436441395533783,0.488711205439561,0,1
-0.8827177624929162,-1.536383421312296,0,0
0.08343615223287054,-0.027128814244652744,1,1
-0.7918803322865271,-0.061460475162601225,0,1
0.030201318365638552,-1.345923205769545,0,0
1.9967208236837686,1.7316574509856109,1,0
1.8829566913016857,0.8145317023087466,1,1
-0.41875050346258297,-1.3348636890231171,0,1
-0.14905484168160948,-0.4032324239835407,1,0
2.1144563167795014,1.3509351343171598,0,1
0.7262225407324043,-0.1135006651186142,0,0
-0.0057155996648670104,0.17995584559893069,0,1
-1.5708301116231644,-1.746593595973188,0,0
0.45306394804498984,-2.332752732628305,0,1
1.9841694112677684,-0.7010221775351968,1,0
0.735637100081545,-1.3817949296169847,0,1
-1.4080739584813446,-1.1347036841975437,0,0
0.12318854720102582,-0.2758035906478866,0,0
0.9150171386020594,-0.5566910380779454,0,0
1.6199323984539986,0.4924729183777994,1,0
0.39976882223806176,-0.2712599197708837,1,0
-0.6568340106111743,-0.4170141396674222,1,1
-0.12253480030470726,-0.4887772164661092,0,0
1.5902382783794118,-0.4261259803188436,1,0
-0.36195204155399274,-1.5433402101190872,0,1
0.8771549830745622,-0.5613651675083627,1,1
-0.7893120064163284,0.7285425982355644,0,0
-0.44291423915761097,-0.6772985617706835,0,1
-0.8432308798273115,1.0649097076374419,1,1
-1.0080853647167234,0.49400646558792516,1,1
0.10600448528862917,-0.6642812370049915,1,1
0.053194966376221675,1.14092226621107,1,1
0.9024748593328993,-0.7332867388887652,1,1
-0.9371843295828405,-0.12585985678195996,0,0
-1.981887976332983,-0.8114774868512649,1,0
-1.5170790814150392,1.5794190541291975,1,1
-1.0755335483451476,-0.697416196876157,0,1
1.2058240254547368,-1.142730670396573,1,0
0.2095582542119117,0.35558460687729737,1,1
-0.939614346883437,-1.87481199558317,0,1
-1.936552678147516,0.9883829082008593,0,1
0.462334662915984,1.7111337973154075,1,1
0.557147357805005,-0.45236640790799576,1,1
-0.4222086726185285,-0.4100157868194593,0,0
0.9986545256227873,-0.9948605015319103,1,1
0.3485766598641624,1.0021785240472547,1,0
1.2666117401469794,-0.6634245931763382,0,1
1.2254506964246545,0.6452039298433324,1,1
-0.6409350653707749,-0.45696802749944027,1,0
-0.07591879096182386,0.36896045959313484,0,0
0.02382101421822054,-1.2460126126352908,0,1
0.6087434574587305,0.5999163347263697,1,0
-0.48131698095451325,-0.7369303365632915,0,0
0.8920130840449713,-0.8410808898708833,1,1
0.7292943196506282,0.7747118183948661,1,0
-1.2406680545163125,0.7855912785819056,0,0
1.0420395115037742,0.5004750968855931,1,1
-0.2329991288709175,1.0263387453850177,1,1
1.1333957051319448,-0.06687402647112958,1,1
-0.46786239513086,0.4205084708840211,0,1
-2.1638818627123246e-4,-1.0036551850631237,0,0
2.517762533577857,1.1189799703023298,1,1
0.014774387918270848,0.35163345434455473,0,0
-0.3112628411960119,0.00933275532212341,1,0
0.3313068133177386,0.3637640581022513,0,0
-0.5447060929602869,0.9045925980695145,0,1
0.3557831970046887,1.4167909202109001,1,1
-0.4907706371469893,-0.02278038376955746,1,0
0.030111031001637256,2.7904632415675783,1,1
0.11874213629508407,0.6171836665959207,1,0
0.22216136067556647,0.3497938909682301,1,1
-0.1909697716316895,-0.42250100099276344,1,0
-1.6075761219413511,0.9008724885144065,1,0
0.17452360760991734,0.1049436764410494,1,0
0.5823009282408415,0.4001453552935571,1,0
0.5933254713126924,0.48645248874074293,1,1
-0.12870464692214334,-0.876762763322179,1,0
-0.5344509328076997,-0.3080918583290845,0,0
0.5360587378556821,0.06819112903677643,0,1
0.5870288815530906,-0.2749801035465496,1,1
-0.18479175072883056,0.49065414440278465,0,1
-0.7465663019917298,0.18135912598653897,0,0
-0.5049759372046689,1.1083879087828872,1,1
0.6583100441232991,-1.1360350041748912,0,1
0.5732244265971425,1.0929008222677035,0,1
1.0065859347415729,-0.08432043102895351,1,1
-0.30355125343167666,0.17219312345644822,1,1
-0.2955494530731677,-0.13245088965380028,1,0
-0.5377342989960532,0.13145439954102495,1,0
0.22832705777043982,-0.5396340605283234,0,1
-0.3272727246841756,1.852410178638772,1,0
0.04296007967289617,-0.7801885882358539,1,0
-1.4729656211268052,0.5110288282238361,0,1
-1.068909030284434,0.8995169043512345,0,1
-1.7643389579874724,-0.30189838539971703,0,0
-0.3518407578529953,-0.2965157508077021,1,0
0.5408480264213356,0.2434077409344282,1,0
-0.8619570921505206,-1.3733321306097954,0,0
1.9300667363928805,0.28161814312384637,1,0
-0.6662042287132117,0.9990693730914622,1,0
0.29151538770196606,-1.4546677268967956,1,0
-0.5381286826969158,-3.286739076427926,0,1
-1.0572888751104714,-1.3691600260291308,0,0
0.07820949720447348,-0.1890122351658316,1,1
-0.27609431303917736,-0.00826907709957958,1,1
0.4724401161004356,1.3052815973436351,1,1
-1.5568319466515395,-1.354253067243557,0,0
0.23505619825779395,0.5574392956114007,1,1
0.5372090814674046,-1.5594622261349866,1,1
0.08289261222593208,-0.6480749795205075,0,0
-0.16486691907044626,-0.6462792957166896,1,0
-0.6326846518238121,-0.8747257802401182,0,1
1.6200810010259887,0.725646160388614,0,1
0.5031830560478348,-0.456492867101674,0,0
-0.7088214569392042,-0.1321956465717282,0,0
-1.7764381309978177,0.28345962598073804,0,1
0.022315215058368143,0.027946811449957587,0,1
0.1607972571414098,-1.5471901328898294,0,0
-0.6502274287249041,-1.0023826663521243,1,0
0.18098873656188502,-0.8758701344964155,1,0
0.7772237461322675,-1.0780799633500728,1,0
-0.6588487097807298,0.42832248925958094,1,0
-0.3321279850648247,-0.49472754816334397,1,0
0.025229139750367058,0.024720281402125677,1,0
1.648212298258125,1.4992631219514578,1,0
0.09617390574985296,-1.729312240723555,0,0
-0.9296070559705387,-0.48678394530719193,0,1
1.2397188414576488,-1.5073177484299851,0,0
-0.5777676372290828,-0.9460606933871044,0,0
0.6548091963042896,-0.34818050592977806,0,1
0.7644787896042291,-2.0133191111943343,0,0
-2.4611259168361093,1.0813188577611408,0,1
0.040123226589603496,-0.6764731625038068,0,1
-1.0172798725590755,-0.07365169933816018,0,1
-0.2255632933004572,1.5570709131200204,0,1
-0.4510572847385468,0.560006381706327,1,0
1.7021148579924403,1.8788244121923383,1,1
-1.7768024071517439,0.48991353335003557,0,0
-1.0440478806449318,0.687424835701086,0,0
0.31007302222799493,0.1614788102103898,1,0
-0.1293893895485363,1.727044085819475,1,1
0.783150947921783,1.2810661578556246,1,1
-0.5302846091462847,-2.3116489754983247,0,1
-0.5460850527711645,0.9465082430224173,1,1
0.04946506607635451,-1.4115554341132872,0,1
-0.3142748663195177,0.40830262461869893,1,0
-0.5724547076643347,0.09149857991286695,0,0
0.840900313128261,0.6833715665225253,1,1
-1.4490621486562851,1.6694609810736836,0,1
1.1726975827603279,0.8712357002651605,0,1
-0.1445301525858203,0.43494703713585636,1,0
0.9777147461572955,0.5581992623162997,1,0
0.9977852993568418,0.25110041540574735,1,0
-0.37496792462968337,0.11966316484453238,1,0
-0.23887865057372165,-0.9123352882719474,0,1
-0.7073633046461304,-1.6214770465615407,0,0
-0.09137022363806396,0.2790802663163918,1,0
-1.3138264342987744,-0.02797564416639864,0,1
0.6837266599394622,0.5246857548358036,0,0
-1.9874083322816671,-1.5109668071710984,0,1
1.072298705488309,-1.0104290349264318,1,0
-1.6997507857784482,-0.20568681079971868,0,1
0.25193415267592395,-1.5087818656305867,0,0
0.663602395573889,0.870397136616434,1,1
-0.5309733735480975,0.06186781806671704,0,0
0.6170149326129037,1.0211023203294778,0,1
0.3502851048607477,0.45329027257557,1,0
-2.0155466783809346,-2.4304536766726352,0,0
0.4791905446974535,0.27081519143760363,0,1
0.6233961322596769,-0.3084275682633053,0,0
-0.9663750689251036,1.6548382972676774,0,0
0.5962595030207053,0.9470176575594742,1,0
-0.9967153109446738,-1.3262702098155679,0,1
0.03372660227139,-0.5411446954664496,0,1
-1.4100839653882655,0.6363407761979465,1,0
-1.6175909711725054,-1.9574909674850824,0,0
1.284224076203013,1.3147846693720096,1,0
-0.6762585745628856,0.4709789373609091,0,1
0.44815210351274826,-0.8092125921009641,0,0
-1.1705765099222578,-0.023432298655074305,1,1
-0.6187430591059584,1.0729443823763005,1,0
-0.06683502743577124,-0.26949556243223505,0,1
-0.8954260980769531,0.4559229368534449,0,0
-2.206977991655159,0.8459614910861004,0,1
2.3859586941699726,-1.8118727105933161,0,0
0.5738243760174853,0.8931242496088344,1,0
-0.19472795401953066,0.015170150059993212,0,1
0.2043585240791269,1.71358948802957,1,1
-1.3771030595936111,0.6697112652427228,1,0
-0.7247562364487593,1.4797346492035781,1,0
-1.2926260294903802,0.03314205687798227,0,1
0.09475382197556936,0.9619737352497407,1,1
-0.1787976995579067,1.265778507573416,1,1
-0.14467949530451074,-0.6798891692359033,0,0
0.16810479901807163,0.8281747464412498,1,0
-0.5484467628692437,1.2759886303588288,0,1
-0.2843241395891911,0.7596692754636003,0,1
1.4716798740972559,0.6337490268521246,1,0
2.0869186982146792,0.06373053276469318,1,0
-0.8954880594778358,-0.469094015618551,0,1
-0.1408687263609587,-1.7038756689718308,0,0
-0.6500738258354851,0.8162189160588423,1,0
0.7107150152413793,-0.24547367523530017,1,1
-0.034240718263404066,-1.2876248768442085,0,1
0.18599614791903224,-0.4312915626789877,1,0
0.4749667609675093,-0.0632089696684579,0,1
1.1019309123228946,1.279296559921029,1,0
-0.7431021868385924,-1.8278700643198913,0,1
-1.9096569872483053,0.5663675048112956,0,1
1.499805418899086,-1.7033054640367005,1,0
0.36497680536457316,1.171655949321424,1,0
-1.2531822970742392,0.80450911280145,1,1
-2.3554682324532132,-0.4745204041170026,0,1
0.697260077895834,0.8851730540299897,1,0
-1.2152794675653895,-0.6194178118730854,1,0
-0.16338957533015608,1.0038988269360405,1,1
-1.3895443331326074,0.27355288382020915,0,0
-0.06252991707777084,-0.840369016873952,0,0
1.5592808928169717,-0.5128697758758793,1,1
0.4087137098398124,-0.33216373452597825,0,1
-0.6554822506761717,-0.4903141300267491,0,1
1.188040026773488,0.8607347068168545,1,1
-0.9387784406826385,0.0961109610935513,0,1
-1.7105238062414294,1.2171557885313864,0,0
-0.17617304576990067,-2.7376980355934046,1,0
-0.5925721114535322,-0.9799029766250534,0,0
-0.2629908741727869,-0.6546611366755538,0,0
-1.7833132242248932,-1.974598702668008,0,0
0.6744954160384957,0.32584845978577937,0,0
-0.4098811767233216,-0.8790552653575434,0,0
0.6211607029363134,-0.47726271938090936,1,0
-1.1998177805385422,-1.306871599998811,0,1
-2.091142358519191,-0.4303239290749326,0,1
-0.3973252228734073,-0.30350263274221456,0,0
0.6260137351261931,2.0456286817535276,1,0
1.9800793792835991,1.5032029432964502,1,1
-0.9354142887035226,-0.6077171653855655,0,1
0.9455654330708293,0.593167044572334,0,1
-0.9829286803872008,0.4727562799363322,1,0
-0.15777355219305245,-1.0621333100663528,0,0
0.035867994590296104,1.1059658714611857,1,1
0.23376890039702863,0.14351247558387026,0,1
-0.02085495924936842,-0.7275872719225658,0,0
0.08302452969614715,-1.7606282092280865,0,0
-1.8849442675145371,-2.2326359400284934,0,1
0.2648888208283885,0.7557525934681024,0,0
0.0759224667549272,0.9686671885786656,1,1
-1.2078799342165634,0.18669351372760806,1,1
1.7358695753589228,0.7770388720938193,1,1
-0.023687872142588773,-0.26711398639803535,1,1
0.03266687571967326,0.05102945860994851,0,0
-0.1360237824413194,1.0264520434057858,0,1
0.03276994249122849,-0.08638950011667232,0,1
0.8827909951756341,0.25228442568896814,0,1
-0.1240032994044219,1.0691646700739672,0,1
2.1013666126911374,0.6598354626712981,1,0
2.021664733594894,0.5928899872489849,1,1
-0.32352873507894847,0.6855746532754763,0,0
-0.7324191414306138,0.03617693281346401,1,0
-1.49863701792858,0.5913864071952429,0,1
2.748176043167747,0.44254059689604613,1,1
0.14630705634328256,-0.07246623940763286,0,0
0.07488315869932827,-0.11336099633736207,1,0
0.4995680344544613,0.16594203359734538,0,1
0.434172015529405,-0.8772117492828913,1,1
-0.32988444442797876,1.0140510111172634,1,1
0.13863200958474423,-0.47734579569013924,0,1
-0.14581467181171573,0.31479701969380397,0,1
-1.2888711953219043,-0.20883565237775903,0,1
0.26569689267135543,-0.3627775254781313,0,1
0.05002918155770298,-0.7672203490932634,1,1
-0.9302503651994414,-0.22584318435451187,0,1
1.9697191576820101,0.27872770010137876,1,1
-0.25010860312172584,-0.1901262342558787,1,1
-0.44687197337641704,-1.5291745744806313,0,1
-1.103061195869972,0.13018509258181066,0,1
-0.21281669589140842,-0.06338539167768653,0,0
0.638079761743799,-0.7229980985388974,1,0
0.9790056417287103,0.7290400591848905,1,1
-2.0053911293946984,-0.4849582174672661,0,1
-0.0892849065604763,0.0689413677387706,1,1
0.7437464748580987,1.262643081130921,1,1
-0.6963212658855806,0.1575943324028901,0,1
-0.3583824888871434,-0.07569294010813155,0,0
-0.4681626744597296,0.2640843767124751,0,1
1.5523394621525684,-0.30848934422802893,0,1
0.6140226743929065,-1.0928379281614473,1,1
-0.39351299535854917,0.7576443490919843,0,1
2.0700013163883337,0.13925520717588785,1,1
1.0203036151445393,2.1281215480227207,1,1
-0.03464756040674871,-1.3948011639817723,0,1
-0.001984744614043965,0.8920455388794579,1,1
-2.1405928286294285,-2.3261623427939524,0,0
0.3502372361586812,-0.651675046548692,1,1
-0.5404866113892405,0.02618052582631686,0,1
0.23197635990871524,0.12673598115599827,1,0
0.5622993370731629,2.1509918367899434,1,1
0.420429533374302,-1.401096123745911,0,1
1.805319140252328,1.0225664372705843,1,1
1.1701363140986154,-0.11316529231639005,1,1
-0.6250106518082656,-1.6258847144007333,0,1
0.48305603915237616,0.05339758788090379,0,0
0.2260935322190571,-1.5660853175367722,0,1
0.06759472661273325,-0.5528022688206126,0,0
-0.41694593951561587,-0.405015948719702,0,0
1.1882417333046993,0.672744069447873,1,1
0.4070059376992845,1.0323993613717044,0,0
0.14947688208287999,-0.10851093666421746,1,1
1.2430098821802065,-0.7871629451744337,1,0
-0.5184261840804854,-0.6306959328288666,0,0
-1.8089501703535231,0.017943812725749242,0,1
-1.7577689105394985,0.9000575661939578,0,1
1.4474548592028165,-1.8464896504492185,0,1
-1.4148940099251086,1.563790791441539,0,0
-2.1286230273649953,0.4946067861595961,0,1
-1.5593555472768763,0.6128453032618847,0,1
-1.1204477219014477,1.7253101696793722,1,1
0.1320197944310122,2.026677849695651,0,1
0.5060967303583851,-1.026907608745716,0,1
-0.7466003439464213,-0.8272628562192816,0,0
0.2597124452957188,0.8303201263604446,1,1
-0.1976801582439082,1.2013801562273783,1,0
-1.0413712384590839,-1.2455424622482858,0,0
0.08369671741320872,-0.022516599388214376,1,0
-0.42422858392972285,0.8570189424044774,1,1
-0.2612298539550142,-0.8816203446888797,0,0
0.6634450259654203,-1.3327613203751703,1,0
-0.23828743481547987,0.4876628848126141,0,0
0.7544935110965767,-2.8412998468882185,1,0
-0.46280772392099345,0.4831669910806286,1,1
1.0096464119094803,-1.0262421931822345,0,0
0.409148903388044,-2.213389777463472,0,0
-2.707078155064112,0.322820286174735,0,0
-0.4009766788022757,-1.9427794517715777,0,0
1.3978212134753853,0.0077405067362289245,1,1
1.7474875592120869,1.0070468078876995,1,1
1.884324057165467,0.961569997915059,1,1
-0.30040731261871084,-0.9538804194774253,0,1
-0.2460128991582869,0.5834182401327551,0,1
0.48712985331988606,-0.860541899867063,1,1
0.8549115172659318,-0.8659297514877972,0,0
-0.4048035587812528,-1.108863091363732,0,0
-1.9960598456410779,-1.199052628494385,0,1
-0.3241476014176672,-2.276730343683477,0,0
1.0436408557202008,1.6834471561178073,1,0
-2.210875296386307,-0.2595895544379646,0,0
0.22953783962731822,-0.7806433969915195,0,0
1.1193597613537996,0.4911171098395869,0,0
0.4664180629520391,1.4223267030919784,1,0
-0.5237220748750767,0.19081436502909227,0,1
0.4934884338019878,0.6554275916439432,1,1
0.10405081178936615,-1.1199309372041892,1,0
2.231143596379008,-0.5389758390013241,1,0
-0.2592053138066469,0.8903181301034825,1,1
-0.3636066624823879,0.5152945278869413,1,0
-0.3800781445457282,0.4494539961393359,1,1
1.9632005465424398,0.2055678067771933,0,0
0.006129840853738466,-2.22726832924059,1,0
-1.3610987595301292,-1.2651835736558372,0,1
0.7599137471670722,-0.42462666370042695,0,1
0.2441142686272202,-0.9002940291451691,1,0
0.16160172095593517,1.3162421226789496,1,1
-0.163743398516286,-0.30980187779953133,1,0
-1.0253731205495644,-0.4987873243462795,0,1
-0.6034516084786248,-1.3189572544492654,0,0
-0.2954168538810764,-0.7070111342786981,0,1
-0.4819769995866139,1.658130575030372,0,1
0.34219086035965907,-0.9395852251163883,0,1
-0.2662605677356039,-0.3236765291995357,0,0
1.0303603420994543,1.8321772820975606,1,0
0.01506886833786697,-0.4341886614826071,0,0
0.6184955058846644,0.11715969255864181,1,0
1.266852197943395,-1.9222786189599494,1,0
-0.12647311107130524,0.3006533347941964,1,0
1.515124072881743,0.48878685392107724,1,1
-0.016525009017257484,-1.2336935807396232,0,1
0.4499158431010599,-0.20829906243256568,0,0
1.4019910736083518,2.3500466187737885,1,1
0.28998240458434704,-0.1279743928179159,1,1
1.7276240483142917,-0.7719448263870008,0,1
-0.7720874626370731,-0.946188329152017,0,1
-0.8259001467829876,-0.5320598890388256,0,0
-1.4958718896820602,-0.2652225622050812,0,0
-0.3847871364987062,-1.6555138691595888,0,0
-0.17784206870012872,0.28292602045430665,1,1
0.7697425634041264,-0.223107127566907,1,0
-0.7951455695088834,0.201802388190086,1,0
1.0429895575666266,0.506389700709625,1,0
0.7167588750073619,0.8843803631039291,0,1
0.434162059007294,-0.9477021240926395,0,1
-0.4265087401198147,1.3921432267540497,0,0
0.03869697990690962,0.5386998555256832,1,1
-0.3807121217912258,-0.6682932473141509,0,1
1.611311021684918,0.5063794024228396,1,1
-0.22587948050181916,0.35905129331976915,1,0
0.040090251535257276,0.812804414502874,0,0
-0.31539500283850813,-0.8182447598259458,1,0
-0.4652928615501325,-4.7453328160304564e-4,1,1
1.4886519974551624,-0.14648561899872112,1,0
-0.13167877175356824,-0.16219254536792554,1,0
1.6572975295067782,0.96074889830204,1,1
